Hour,Region,NonAI_IT_Load_MW,IT_Power_Margin_MW
14,RegionB,287.683333,122.316667
14,RegionC,295.744,109.25599999999997
14,RegionD,209.709333,510.290667
14,RegionE,212.674,347.326
14,RegionF,246.254,293.746
15,RegionA,274.162,145.83800000000002
15,RegionB,236.227333,173.772667
15,RegionC,266.480667,138.51933300000002
15,RegionD,204.339333,515.660667
15,RegionE,220.633333,339.366667
15,RegionF,177.93,362.07
16,RegionA,229.189333,190.810667
16,RegionB,197.768,212.232
16,RegionC,238.387667,166.612333
16,RegionD,186.41,533.59
16,RegionE,227.071333,332.928667
16,RegionF,162.106667,377.893333
17,RegionA,217.430333,202.569667
17,RegionB,212.509667,197.490333
17,RegionC,256.505,148.495
17,RegionD,167.765333,552.234667
17,RegionE,219.966,340.034
17,RegionF,160.028667,379.97133299999996
18,RegionA,204.150333,215.849667
18,RegionB,158.044667,251.955333
18,RegionC,193.717,211.283
18,RegionD,128.204,591.796
18,RegionE,192.447333,367.55266700000004
18,RegionF,159.312667,380.68733299999997
19,RegionA,227.419333,192.580667
19,RegionB,178.952333,231.047667
19,RegionC,207.644,197.356
19,RegionD,142.655667,577.344333
19,RegionE,244.270667,315.729333
19,RegionF,137.827,402.173
20,RegionA,187.096333,232.903667
20,RegionB,204.582,205.418
20,RegionC,236.909333,168.090667
20,RegionD,132.850667,587.1493330000001
20,RegionE,204.61,355.39
20,RegionF,165.202,374.798
21,RegionA,212.461,207.539
21,RegionB,219.931,190.069
21,RegionC,252.873333,152.126667
21,RegionD,150.805,569.1949999999999
21,RegionE,175.528,384.472
21,RegionF,136.434333,403.56566699999996
22,RegionA,220.847333,199.152667
22,RegionB,275.023333,134.97666700000002
22,RegionC,283.544667,121.455333
22,RegionD,176.678667,543.321333
22,RegionE,235.15,324.85
22,RegionF,211.309333,328.69066699999996
23,RegionA,221.735333,198.264667
23,RegionB,292.435667,117.56433299999998
23,RegionC,326.044667,78.955333
23,RegionD,244.746667,475.253333
23,RegionE,287.022667,272.977333
23,RegionF,240.361,299.639
24,RegionA,297.296667,122.70333299999999
24,RegionB,327.626,82.37400000000002
24,RegionC,337.84,67.16000000000003
24,RegionD,274.789,445.211
24,RegionE,275.55,284.45
24,RegionF,267.935667,272.064333
25,RegionA,345.349333,74.650667
25,RegionB,365.876333,44.12366700000001
25,RegionC,384.88,20.120000000000005
25,RegionD,312.02,407.98
25,RegionE,322.796,237.204
25,RegionF,328.328,211.67200000000003
26,RegionA,392.358667,27.641332999999975
26,RegionB,383.777667,26.222332999999992
26,RegionC,371.44,33.56
26,RegionD,366.438333,353.561667
26,RegionE,386.19,173.81
26,RegionF,340.716,199.284
27,RegionA,397.85,22.149999999999977
27,RegionB,387.552,22.44799999999998
27,RegionC,363.676,41.32400000000001
27,RegionD,342.975333,377.024667
27,RegionE,391.1,168.89999999999998
27,RegionF,334.62,205.38
28,RegionA,396.64,23.360000000000014
28,RegionB,386.12,23.879999999999995
28,RegionC,369.153333,35.846667000000025
28,RegionD,320.44,399.56
28,RegionE,399.183667,160.816333
28,RegionF,258.082,281.918
29,RegionA,379.377333,40.62266699999998
29,RegionB,386.485333,23.514666999999974
29,RegionC,367.992,37.00799999999998
29,RegionD,339.493333,380.506667
29,RegionE,396.141667,163.85833300000002
29,RegionF,357.664,182.336
30,RegionA,356.301667,63.69833299999999
30,RegionB,371.976333,38.02366699999999
30,RegionC,368.290667,36.709333000000015
30,RegionD,375.696,344.304
30,RegionE,389.288333,170.71166699999998
30,RegionF,409.034,130.966
31,RegionA,346.030333,73.96966700000002
31,RegionB,371.708,38.29199999999997
31,RegionC,381.238333,23.76166699999999
31,RegionD,375.308667,344.691333
31,RegionE,390.455333,169.544667
31,RegionF,420.017,119.983
32,RegionA,363.262667,56.73733299999998
32,RegionB,368.347333,41.65266700000001
32,RegionC,347.712,57.28800000000001
32,RegionD,362.314,357.686
32,RegionE,361.386333,198.61366700000002
32,RegionF,369.103,170.897
33,RegionA,371.739,48.261000000000024
33,RegionB,371.185333,38.814666999999986
33,RegionC,336.899333,68.10066699999999
33,RegionD,394.727333,325.272667
33,RegionE,371.328,188.67200000000003
33,RegionF,361.943333,178.056667
34,RegionA,362.323333,57.67666700000001
34,RegionB,369.669333,40.330667000000005
34,RegionC,344.553667,60.44633299999998
34,RegionD,319.663333,400.336667
34,RegionE,283.343333,276.656667
34,RegionF,283.486667,256.513333
35,RegionA,364.628667,55.37133299999999
35,RegionB,367.168,42.831999999999994
35,RegionC,343.248667,61.75133299999999
35,RegionD,308.657,411.343
35,RegionE,298.431667,261.568333
35,RegionF,292.686667,247.313333
36,RegionA,314.984,105.01600000000002
36,RegionB,334.88,75.12
36,RegionC,309.524667,95.47533299999998
36,RegionD,213.238333,506.761667
36,RegionE,272.351333,287.648667
36,RegionF,272.396,267.604
37,RegionA,287.213667,132.786333
37,RegionB,313.805667,96.19433299999997
37,RegionC,319.545333,85.45466699999997
37,RegionD,218.228667,501.771333
37,RegionE,229.532,330.46799999999996
37,RegionF,245.626333,294.373667
38,RegionA,277.904,142.096
38,RegionB,293.57,116.43
38,RegionC,299.369,105.63099999999997
38,RegionD,179.738667,540.261333
38,RegionE,227.268333,332.731667
38,RegionF,289.364,250.63600000000002
39,RegionA,267.354667,152.645333
39,RegionB,266.34,143.66000000000003
39,RegionC,265.478,139.522
39,RegionD,171.684667,548.315333
39,RegionE,213.527667,346.472333
39,RegionF,248.650667,291.349333
40,RegionA,261.053333,158.946667
40,RegionB,218.339,191.661
40,RegionC,236.16,168.84
40,RegionD,158.062333,561.937667
40,RegionE,212.746667,347.253333
40,RegionF,158.324,381.676
41,RegionA,232.056667,187.943333
41,RegionB,188.030667,221.969333
41,RegionC,193.568,211.432
41,RegionD,162.287,557.713
41,RegionE,173.899333,386.100667
41,RegionF,152.268333,387.731667
42,RegionA,200.420667,219.579333
42,RegionB,221.176,188.824
42,RegionC,222.197333,182.802667
42,RegionD,156.541667,563.458333
42,RegionE,187.964,372.036
42,RegionF,120.509667,419.490333
43,RegionA,201.789,218.211
43,RegionB,203.090667,206.909333
43,RegionC,193.576,211.424
43,RegionD,147.677,572.323
43,RegionE,166.596667,393.403333
43,RegionF,109.314,430.68600000000004
44,RegionA,226.008,193.992
44,RegionB,215.833333,194.166667
44,RegionC,189.823333,215.176667
44,RegionD,156.484,563.516
44,RegionE,184.928,375.072
44,RegionF,100.272667,439.727333
45,RegionA,214.410667,205.589333
45,RegionB,237.610667,172.389333
45,RegionC,232.738333,172.261667
45,RegionD,185.405333,534.594667
45,RegionE,191.304,368.696
45,RegionF,167.805333,372.194667
46,RegionA,271.582333,148.417667
46,RegionB,263.05,146.95
46,RegionC,227.322667,177.677333
46,RegionD,217.961667,502.03833299999997
46,RegionE,222.699333,337.300667
46,RegionF,211.020667,328.979333
47,RegionA,283.456,136.54399999999998
47,RegionB,293.868,116.132
47,RegionC,273.767667,131.23233299999998
47,RegionD,260.154,459.846
47,RegionE,224.238667,335.76133300000004
47,RegionF,218.796,321.204
48,RegionA,299.653667,120.34633300000002
48,RegionB,319.901333,90.09866699999998
48,RegionC,294.181667,110.818333
48,RegionD,286.583333,433.416667
48,RegionE,280.196,279.804
48,RegionF,316.846667,223.15333299999998
49,RegionA,353.456667,66.54333300000002
49,RegionB,355.685667,54.314332999999976
49,RegionC,340.5,64.5
49,RegionD,308.566667,411.433333
49,RegionE,305.973333,254.02666699999997
49,RegionF,316.678333,223.321667
50,RegionA,367.556,52.44400000000002
50,RegionB,375.368667,34.631332999999984
50,RegionC,361.685333,43.314666999999986
50,RegionD,373.227333,346.772667
50,RegionE,317.958667,242.041333
50,RegionF,357.371,182.62900000000002
51,RegionA,368.969,51.031000000000006
51,RegionB,374.812667,35.187333000000024
51,RegionC,351.342,53.658000000000015
51,RegionD,394.837667,325.162333
51,RegionE,399.896,160.10399999999998
51,RegionF,360.258667,179.741333
52,RegionA,367.018667,52.98133300000001
52,RegionB,373.632,36.367999999999995
52,RegionC,354.712333,50.287667
52,RegionD,405.689,314.311
52,RegionE,420.4,139.60000000000002
52,RegionF,404.673667,135.32633299999998
53,RegionA,365.62,54.379999999999995
53,RegionB,374.350667,35.64933300000001
53,RegionC,350.66,54.339999999999975
53,RegionD,394.26,325.74
53,RegionE,374.23,185.76999999999998
53,RegionF,412.111333,127.888667
54,RegionA,363.447333,56.552666999999985
54,RegionB,376.582,33.418000000000006
54,RegionC,352.974667,52.02533299999999
54,RegionD,383.845333,336.154667
54,RegionE,394.69,165.31
54,RegionF,410.888667,129.111333
55,RegionA,384.070667,35.929332999999986
55,RegionB,362.800667,47.199333000000024
55,RegionC,364.162333,40.83766700000001
55,RegionD,381.221333,338.778667
55,RegionE,360.728,199.272
55,RegionF,397.77,142.23000000000002
56,RegionA,395.708,24.291999999999973
56,RegionB,363.474667,46.52533299999999
56,RegionC,369.144,35.855999999999995
56,RegionD,354.405333,365.594667
56,RegionE,328.697333,231.30266699999999
56,RegionF,390.491,149.50900000000001
57,RegionA,394.839,25.161
57,RegionB,350.683333,59.316666999999995
57,RegionC,380.521333,24.478666999999973
57,RegionD,283.035333,436.964667
57,RegionE,326.703333,233.296667
57,RegionF,367.804,172.19600000000003
58,RegionA,393.742,26.25799999999998
58,RegionB,352.103333,57.89666699999998
58,RegionC,375.805667,29.194332999999972
58,RegionD,250.433,469.567
58,RegionE,345.775,214.22500000000002
58,RegionF,348.414667,191.585333
59,RegionA,355.772667,64.22733299999999
59,RegionB,336.06,73.94
59,RegionC,366.89,38.110000000000014
59,RegionD,265.384667,454.615333
59,RegionE,328.249333,231.75066700000002
59,RegionF,340.433333,199.566667
60,RegionA,342.323333,77.67666700000001
60,RegionB,334.288333,75.71166699999998
60,RegionC,317.704333,87.29566699999998
60,RegionD,198.047667,521.952333
60,RegionE,295.396667,264.603333
60,RegionF,330.826,209.17399999999998
61,RegionA,339.249667,80.75033300000001
61,RegionB,328.121,81.87900000000002
61,RegionC,316.767,88.233
61,RegionD,175.836,544.164
61,RegionE,285.347,274.653
61,RegionF,312.475667,227.524333
62,RegionA,308.241,111.75900000000001
62,RegionB,311.455333,98.544667
62,RegionC,298.518,106.48200000000003
62,RegionD,204.373333,515.626667
62,RegionE,271.802333,288.197667
62,RegionF,286.006,253.99400000000003
63,RegionA,286.419667,133.580333
63,RegionB,279.583667,130.416333
63,RegionC,259.678667,145.32133299999998
63,RegionD,144.096667,575.903333
63,RegionE,237.860667,322.13933299999997
63,RegionF,241.45,298.55
64,RegionA,236.52,183.48
64,RegionB,245.72,164.28
64,RegionC,227.540667,177.459333
64,RegionD,76.120667,643.879333
64,RegionE,227.440667,332.55933300000004
64,RegionF,226.945333,313.054667
65,RegionA,239.890667,180.109333
65,RegionB,227.763333,182.236667
65,RegionC,245.517333,159.482667
65,RegionD,94.344667,625.655333
65,RegionE,208.96,351.03999999999996
65,RegionF,170.062,369.938
66,RegionA,209.495333,210.504667
66,RegionB,236.126667,173.873333
66,RegionC,220.44,184.56
66,RegionD,82.288,637.712
66,RegionE,185.9,374.1
66,RegionF,177.836333,362.16366700000003
67,RegionA,168.972,251.028
67,RegionB,198.035333,211.964667
67,RegionC,231.301667,173.698333
67,RegionD,107.298333,612.701667
67,RegionE,195.692,364.308
67,RegionF,158.181333,381.818667
68,RegionA,228.786667,191.213333
68,RegionB,263.133,146.86700000000002
68,RegionC,253.163333,151.836667
68,RegionD,125.310333,594.689667
68,RegionE,197.27,362.73
68,RegionF,177.382,362.618
69,RegionA,211.915,208.085
69,RegionB,244.470667,165.529333
69,RegionC,244.86,160.14
69,RegionD,143.030667,576.969333
69,RegionE,188.409333,371.590667
69,RegionF,212.939333,327.06066699999997
70,RegionA,227.495333,192.504667
70,RegionB,265.599,144.401
70,RegionC,267.538333,137.46166699999998
70,RegionD,188.0,532.0
70,RegionE,184.696,375.304
70,RegionF,218.657667,321.342333
71,RegionA,318.438667,101.56133299999999
71,RegionB,322.898667,87.10133300000001
71,RegionC,289.031,115.969
71,RegionD,245.928667,474.071333
71,RegionE,238.149333,321.850667
71,RegionF,215.715,324.28499999999997
72,RegionA,302.842667,117.157333
72,RegionB,317.892,92.108
72,RegionC,341.601,63.399
72,RegionD,291.69,428.31
72,RegionE,253.302,306.698
72,RegionF,301.035333,238.96466700000002
73,RegionA,361.522,58.47800000000001
73,RegionB,368.093333,41.90666700000003
73,RegionC,365.13,39.870000000000005
73,RegionD,365.628333,354.371667
73,RegionE,291.614,268.386
73,RegionF,323.290667,216.70933300000002
74,RegionA,371.458667,48.54133300000001
74,RegionB,367.508333,42.49166700000001
74,RegionC,377.063333,27.936667
74,RegionD,331.47,388.53
74,RegionE,299.294,260.706
74,RegionF,392.428667,147.57133299999998
75,RegionA,377.1,42.89999999999998
75,RegionB,378.232,31.767999999999972
75,RegionC,380.682667,24.31733300000002
75,RegionD,310.046667,409.953333
75,RegionE,347.807333,212.19266699999997
75,RegionF,385.849333,154.150667
76,RegionA,385.21,34.79000000000002
76,RegionB,386.954667,23.045333000000028
76,RegionC,380.176,24.824000000000012
76,RegionD,312.463333,407.536667
76,RegionE,353.893667,206.106333
76,RegionF,421.586,118.41399999999999
77,RegionA,373.84,46.160000000000025
77,RegionB,386.617333,23.382667000000026
77,RegionC,370.138667,34.861333
77,RegionD,345.211333,374.788667
77,RegionE,355.540667,204.45933300000002
77,RegionF,410.823333,129.176667
78,RegionA,372.316667,47.683333000000005
78,RegionB,388.683667,21.316332999999986
78,RegionC,371.694,33.30599999999998
78,RegionD,361.534667,358.465333
78,RegionE,400.903333,159.09666700000002
78,RegionF,418.821,121.17899999999997
79,RegionA,371.395333,48.604667000000006
79,RegionB,386.321667,23.67833300000001
79,RegionC,350.975667,54.02433300000001
79,RegionD,415.188667,304.811333
79,RegionE,355.978,204.022
79,RegionF,409.726667,130.27333299999998
80,RegionA,381.298667,38.70133299999998
80,RegionB,377.498667,32.50133299999999
80,RegionC,349.180333,55.81966699999998
80,RegionD,425.475,294.525
80,RegionE,357.25,202.75
80,RegionF,393.484,146.51600000000002
81,RegionA,387.717333,32.282667000000004
81,RegionB,377.732,32.26799999999997
81,RegionC,350.472,54.52800000000002
81,RegionD,383.713333,336.286667
81,RegionE,384.276667,175.72333300000003
81,RegionF,404.797,135.20299999999997
82,RegionA,374.038,45.96199999999999
82,RegionB,364.837,45.16300000000001
82,RegionC,347.185333,57.814666999999986
82,RegionD,371.632667,348.367333
82,RegionE,369.815333,190.184667
82,RegionF,406.97,133.02999999999997
83,RegionA,354.018,65.98200000000003
83,RegionB,329.102,80.89800000000002
83,RegionC,342.998333,62.001667
83,RegionD,376.634667,343.365333
83,RegionE,307.605,252.39499999999998
83,RegionF,326.5,213.5
84,RegionA,334.495333,85.50466699999998
84,RegionB,290.966,119.03399999999999
84,RegionC,338.398667,66.60133300000001
84,RegionD,297.496667,422.503333
84,RegionE,293.975333,266.024667
84,RegionF,292.08,247.92000000000002
85,RegionA,307.488667,112.51133299999998
85,RegionB,312.315,97.685
85,RegionC,311.376333,93.62366700000001
85,RegionD,290.474,429.526
85,RegionE,283.427,276.573
85,RegionF,254.799667,285.200333
86,RegionA,275.65,144.35000000000002
86,RegionB,318.624,91.37599999999998
86,RegionC,284.484,120.51600000000002
86,RegionD,241.32,478.68
86,RegionE,246.533333,313.46666700000003
86,RegionF,232.902,307.098
87,RegionA,256.704,163.296
87,RegionB,282.425667,127.57433300000002
87,RegionC,233.911333,171.088667
87,RegionD,231.859,488.14099999999996
87,RegionE,189.231333,370.768667
87,RegionF,230.647667,309.352333
88,RegionA,236.548333,183.451667
88,RegionB,232.306667,177.693333
88,RegionC,206.233,198.767
88,RegionD,166.361667,553.638333
88,RegionE,158.38,401.62
88,RegionF,207.583333,332.41666699999996
89,RegionA,213.708667,206.291333
89,RegionB,217.679333,192.320667
89,RegionC,168.837333,236.162667
89,RegionD,116.454,603.546
89,RegionE,161.694667,398.305333
89,RegionF,176.568667,363.431333
90,RegionA,216.545333,203.454667
90,RegionB,244.863333,165.136667
90,RegionC,193.879333,211.120667
90,RegionD,104.771667,615.228333
90,RegionE,158.636,401.36400000000003
90,RegionF,182.73,357.27
91,RegionA,196.398667,223.601333
91,RegionB,222.54,187.46
91,RegionC,156.992,248.008
91,RegionD,128.078,591.922
91,RegionE,179.24,380.76
91,RegionF,159.349333,380.650667
92,RegionA,223.522,196.478
92,RegionB,249.842,160.158
92,RegionC,223.526333,181.473667
92,RegionD,157.033333,562.966667
92,RegionE,135.823667,424.176333
92,RegionF,167.106667,372.893333
93,RegionA,242.756,177.244
93,RegionB,273.361,136.639
93,RegionC,228.882667,176.117333
93,RegionD,196.834333,523.165667
93,RegionE,180.286667,379.71333300000003
93,RegionF,219.338333,320.66166699999997
94,RegionA,259.392,160.608
94,RegionB,257.45,152.55
94,RegionC,284.158,120.84199999999998
94,RegionD,220.082,499.918
94,RegionE,196.395,363.605
94,RegionF,208.39,331.61
95,RegionA,323.515667,96.48433299999999
95,RegionB,296.256,113.74400000000003
95,RegionC,273.435333,131.564667
95,RegionD,229.478,490.522
95,RegionE,193.616,366.384
95,RegionF,287.521333,252.47866699999997
96,RegionA,335.832667,84.16733299999999
96,RegionB,303.977,106.02300000000002
96,RegionC,319.768667,85.231333
96,RegionD,225.576333,494.423667
96,RegionE,243.204,316.796
96,RegionF,304.272,235.728
97,RegionA,389.929333,30.070667000000014
97,RegionB,359.708,50.29199999999997
97,RegionC,354.778667,50.221333000000016
97,RegionD,291.195333,428.804667
97,RegionE,317.668667,242.33133299999997
97,RegionF,289.32,250.68
98,RegionA,368.268333,51.731667000000016
98,RegionB,361.733333,48.266666999999984
98,RegionC,367.761333,37.23866700000002
98,RegionD,359.078,360.922
98,RegionE,391.284,168.716
98,RegionF,330.338,209.66199999999998
99,RegionA,389.356,30.644000000000005
99,RegionB,364.249,45.750999999999976
99,RegionC,374.593333,30.406667000000027
99,RegionD,380.031333,339.968667
99,RegionE,382.03,177.97000000000003
99,RegionF,364.39,175.61
100,RegionA,392.170333,27.829666999999972
100,RegionB,358.644667,51.35533299999997
100,RegionC,378.371667,26.628332999999998
100,RegionD,400.438333,319.561667
100,RegionE,383.613333,176.386667
100,RegionF,375.018,164.98200000000003
101,RegionA,392.081333,27.918667000000028
101,RegionB,375.808,34.19200000000001
101,RegionC,380.224,24.77600000000001
101,RegionD,389.18,330.82
101,RegionE,394.06,165.94
101,RegionF,397.084,142.916
102,RegionA,363.382667,56.617332999999974
102,RegionB,373.1,36.89999999999998
102,RegionC,385.68,19.319999999999993
102,RegionD,365.984,354.016
102,RegionE,399.044,160.95600000000002
102,RegionF,428.016667,111.98333300000002
103,RegionA,363.722333,56.27766700000001
103,RegionB,379.741333,30.258667000000003
103,RegionC,383.168,21.831999999999994
103,RegionD,400.633333,319.366667
103,RegionE,412.501,147.49900000000002
103,RegionF,426.425667,113.57433300000002
104,RegionA,364.392,55.608000000000004
104,RegionB,383.753333,26.246667000000002
104,RegionC,378.510667,26.489332999999988
104,RegionD,372.17,347.83
104,RegionE,363.476667,196.52333299999998
104,RegionF,369.234,170.76600000000002
105,RegionA,362.781333,57.21866699999998
105,RegionB,380.3,29.69999999999999
105,RegionC,377.629333,27.370667000000026
105,RegionD,376.005,343.995
105,RegionE,407.118,152.882
105,RegionF,341.79,198.20999999999998
106,RegionA,372.284333,47.715666999999996
106,RegionB,379.217333,30.782667000000004
106,RegionC,372.074667,32.92533300000002
106,RegionD,336.756667,383.243333
106,RegionE,362.426,197.574
106,RegionF,343.937333,196.06266699999998
107,RegionA,384.015667,35.98433299999999
107,RegionB,373.581667,36.41833300000002
107,RegionC,358.188,46.81200000000001
107,RegionD,322.183333,397.816667
107,RegionE,328.676,231.324
107,RegionF,326.412667,213.587333
108,RegionA,342.648,77.35199999999998
108,RegionB,321.71,88.29000000000002
108,RegionC,344.026667,60.973333000000025
108,RegionD,293.34,426.66
108,RegionE,283.864,276.136
108,RegionF,288.164667,251.835333
109,RegionA,325.478667,94.52133300000003
109,RegionB,276.999333,133.00066700000002
109,RegionC,311.952,93.048
109,RegionD,229.390333,490.609667
109,RegionE,291.689333,268.310667
109,RegionF,218.782,321.21799999999996
110,RegionA,281.095,138.90499999999997
110,RegionB,272.532,137.46800000000002
110,RegionC,255.109333,149.890667
110,RegionD,178.025667,541.974333
110,RegionE,287.048,272.952
110,RegionF,210.151,329.849
111,RegionA,272.895333,147.104667
111,RegionB,261.314,148.68599999999998
111,RegionC,231.575667,173.424333
111,RegionD,192.432667,527.567333
111,RegionE,280.036,279.964
111,RegionF,193.271667,346.728333
112,RegionA,228.568667,191.431333
112,RegionB,226.379333,183.620667
112,RegionC,179.136667,225.863333
112,RegionD,146.620667,573.379333
112,RegionE,204.982667,355.017333
112,RegionF,191.08,348.91999999999996
113,RegionA,222.519333,197.480667
113,RegionB,226.473333,183.526667
113,RegionC,180.61,224.39
113,RegionD,137.533333,582.466667
113,RegionE,151.161,408.839
113,RegionF,179.636,360.36400000000003
114,RegionA,224.428333,195.571667
114,RegionB,235.535667,174.464333
114,RegionC,200.88,204.12
114,RegionD,117.871,602.129
114,RegionE,139.656667,420.34333300000003
114,RegionF,175.203333,364.796667
115,RegionA,245.3,174.7
115,RegionB,202.203667,207.796333
115,RegionC,191.842667,213.157333
115,RegionD,106.672,613.328
115,RegionE,173.969333,386.030667
115,RegionF,153.214,386.786
116,RegionA,208.359667,211.640333
116,RegionB,199.210667,210.789333
116,RegionC,225.776,179.224
116,RegionD,109.83,610.17
116,RegionE,159.417333,400.582667
116,RegionF,144.578667,395.421333
117,RegionA,243.404,176.596
117,RegionB,237.571333,172.428667
117,RegionC,239.618667,165.381333
117,RegionD,156.784333,563.2156669999999
117,RegionE,167.026,392.974
117,RegionF,187.155333,352.84466699999996
118,RegionA,291.925,128.075
118,RegionB,262.605,147.39499999999998
118,RegionC,273.180667,131.81933299999997
118,RegionD,191.944333,528.055667
118,RegionE,227.966667,332.03333299999997
118,RegionF,218.496333,321.503667
119,RegionA,311.327333,108.67266699999999
119,RegionB,295.927333,114.07266700000002
119,RegionC,301.731333,103.268667
119,RegionD,174.268,545.732
119,RegionE,225.234,334.76599999999996
119,RegionF,254.54,285.46000000000004
120,RegionA,306.666,113.334
120,RegionB,337.062333,72.93766699999998
120,RegionC,338.101333,66.89866699999999
120,RegionD,222.334,497.666
120,RegionE,254.036667,305.96333300000003
120,RegionF,233.448,306.552
121,RegionA,358.344667,61.655332999999985
121,RegionB,376.388333,33.61166700000001
121,RegionC,346.094667,58.905332999999985
121,RegionD,230.687333,489.31266700000003
121,RegionE,270.402667,289.597333
121,RegionF,301.723667,238.27633300000002
122,RegionA,376.662333,43.33766700000001
122,RegionB,379.675,30.32499999999999
122,RegionC,343.804,61.196000000000026
122,RegionD,218.152,501.848
122,RegionE,244.546333,315.453667
122,RegionF,312.862667,227.137333
123,RegionA,378.057333,41.94266699999997
123,RegionB,388.519,21.480999999999995
123,RegionC,360.162,44.83800000000002
123,RegionD,264.578667,455.421333
123,RegionE,274.026,285.974
123,RegionF,373.126667,166.873333
124,RegionA,381.421667,38.578332999999986
124,RegionB,374.459333,35.540666999999985
124,RegionC,359.832,45.168000000000006
124,RegionD,311.531667,408.468333
124,RegionE,346.673333,213.326667
124,RegionF,389.320667,150.67933299999999
125,RegionA,387.876,32.124000000000024
125,RegionB,357.128,52.872000000000014
125,RegionC,379.153333,25.846667000000025
125,RegionD,345.446667,374.553333
125,RegionE,396.345,163.65499999999997
125,RegionF,399.126667,140.873333
126,RegionA,386.666667,33.33333299999998
126,RegionB,337.606667,72.39333299999998
126,RegionC,383.006667,21.993333000000007
126,RegionD,324.308,395.692
126,RegionE,400.923333,159.076667
126,RegionF,395.516667,144.48333300000002
127,RegionA,389.185333,30.814666999999986
127,RegionB,357.413333,52.58666699999998
127,RegionC,379.978667,25.021333000000027
127,RegionD,297.751333,422.248667
127,RegionE,427.918333,132.08166699999998
127,RegionF,373.895,166.10500000000002
128,RegionA,392.532,27.468000000000018
128,RegionB,371.58,38.420000000000016
128,RegionC,377.752,27.24799999999999
128,RegionD,278.65,441.35
128,RegionE,432.373333,127.626667
128,RegionF,339.52,200.48000000000002
129,RegionA,394.724,25.27600000000001
129,RegionB,379.22,30.779999999999973
129,RegionC,376.888333,28.11166700000001
129,RegionD,255.874,464.126
129,RegionE,386.67,173.32999999999998
129,RegionF,321.192333,218.80766699999998
130,RegionA,395.056,24.944000000000017
130,RegionB,385.630667,24.369332999999983
130,RegionC,377.534667,27.465332999999987
130,RegionD,275.474,444.526
130,RegionE,359.217333,200.782667
130,RegionF,319.613333,220.386667
131,RegionA,394.084667,25.915332999999976
131,RegionB,362.173667,47.82633299999998
