SourceRegion,RegionA,RegionA,RegionA,RegionB,RegionB,RegionB,RegionC,RegionC,RegionC,RegionD,RegionD,RegionD,RegionE,RegionE,RegionE,RegionF,RegionF,RegionF
10,13.5,0.0,0.0,29.48333333333333,46.31666666666666,0.0,7.3,59.633333333333326,0.0,0.0,0.0,590.4,0.0,102.11666666666666,990.6666666666666,0.0,0.0,230.0
11,43.8,54.4,0.0,30.583333333333332,24.916666666666664,0.0,14.900000000000002,27.166666666666668,0.0,0.0,227.39999999999998,568.4333333333334,0.0,65.10000000000001,0.0,0.0,29.133333333333333,826.0833333333333
12,21.766666666666666,6.4,0.0,2.4499999999999997,0.0,602.9333333333333,41.18333333333334,52.7,169.86666666666667,0.0,41.66666666666667,385.3166666666666,0.0,106.66666666666666,249.48333333333332,50.449999999999996,74.23333333333332,0.0
13,24.383333333333333,279.5,28.5,11.866666666666667,111.66666666666666,0.0,24.6,161.96666666666667,13.533333333333333,0.0,149.08333333333331,0.0,0.0,68.2,1105.7333333333333,13.066666666666666,0.0,868.5
14,13.983333333333333,0.0,0.0,91.96666666666667,28.833333333333332,0.0,41.166666666666664,0.0,0.0,7.5,19.466666666666665,817.5,0.0,10.133333333333333,229.8,0.0,53.8,222.33333333333331
15,49.9,0.0,0.0,89.63333333333333,44.800000000000004,454.0666666666667,58.0,162.25,0.0,0.0,0.0,1073.6166666666668,1.7,50.233333333333334,61.75,0.0,45.233333333333334,660.3166666666667
16,33.1,117.76666666666665,91.66666666666666,5.233333333333333,90.1,209.31666666666666,45.61666666666667,0.0,0.0,10.2,0.0,0.0,0.0,87.39999999999999,0.0,0.0,0.0,0.0
17,16.650000000000002,27.55,0.0,47.38333333333333,136.76666666666665,78.1,25.049999999999997,101.66666666666666,0.0,0.0,5.699999999999999,214.60000000000002,15.866666666666667,0.0,465.01666666666665,0.0,23.2,1517.4333333333334
18,33.65,46.516666666666666,269.91666666666663,51.666666666666664,40.2,363.33333333333337,15.983333333333334,108.46666666666667,148.66666666666669,0.0,7.5,635.4666666666667,0.0,0.0,0.0,0.0,26.666666666666664,371.29999999999995
19,26.21666666666667,135.71666666666667,1424.5166666666667,16.5,11.666666666666668,826.1833333333334,3.5833333333333335,0.0,49.83333333333333,0.0,56.85,1084.5833333333335,0.0,83.2,85.55000000000001,0.0,106.35,138.26666666666665
20,4.033333333333333,174.73333333333335,0.0,0.36666666666666664,25.766666666666666,200.20000000000002,27.0,0.0,0.0,2.3333333333333335,58.38333333333333,362.3833333333333,0.0,125.5,461.83333333333337,0.0,0.0,603.3833333333333
21,57.7,44.36666666666667,222.23333333333332,0.0,86.4,61.0,2.216666666666667,55.199999999999996,0.0,0.0,0.0,489.25000000000006,0.0,0.0,868.0333333333333,0.0,0.0,933.5166666666667
22,30.08333333333334,0.0,0.0,52.68333333333334,0.0,0.0,35.68333333333334,18.8,21.75,0.0,0.0,702.7833333333334,0.0,0.0,0.0,30.25,25.483333333333334,0.0
23,45.8,100.1,289.1,34.18333333333334,79.8,0.0,44.68333333333334,36.599999999999994,0.0,0.0,46.8,63.7,0.0,109.08333333333334,0.0,21.400000000000002,157.39999999999998,105.6
24,31.4,11.55,0.0,18.0,59.85,0.0,0.0,0.0,0.0,0.0,107.7,694.8833333333332,0.0,203.75,266.7,0.0,137.43333333333334,1110.9833333333331
25,21.083333333333332,36.050000000000004,0.0,32.53333333333333,27.783333333333335,154.51666666666665,5.133333333333334,44.449999999999996,0.0,0.0,0.0,0.0,0.0,0.0,419.1333333333333,0.0,11.75,170.20000000000002
26,80.5,0.0,0.0,12.1,0.0,0.0,0.0,45.599999999999994,393.68333333333334,0.0,112.91666666666667,202.25,28.5,173.96666666666667,135.71666666666667,1.0666666666666667,108.71666666666667,1372.3666666666668
27,34.166666666666664,0.0,0.0,62.16666666666667,113.46666666666667,0.0,15.75,0.0,51.75,7.183333333333334,27.299999999999997,574.5333333333333,42.46666666666667,0.0,122.85000000000001,0.0,54.38333333333334,689.9333333333334
28,60.233333333333334,15.8,0.0,5.666666666666667,43.38333333333333,0.0,42.86666666666667,128.6,0.0,0.0,0.0,1164.25,0.0,99.36666666666666,817.4833333333333,30.099999999999998,14.349999999999998,652.7
29,13.833333333333334,53.81666666666666,621.25,32.13333333333333,0.0,0.0,66.16666666666667,133.4,0.0,0.0,170.16666666666669,972.05,0.0,0.0,992.3166666666666,12.133333333333333,21.2,309.0333333333333
30,43.0,8.666666666666666,376.7166666666667,36.7,0.0,571.1999999999999,7.0,26.199999999999996,0.0,0.0,155.91666666666666,0.0,0.0,0.0,111.46666666666665,0.0,0.0,0.0
31,93.91666666666667,10.583333333333334,150.15,17.28333333333333,56.25,0.0,22.066666666666666,21.583333333333336,0.0,0.0,111.46666666666667,102.28333333333333,0.0,70.63333333333333,0.0,0.0,0.0,0.0
32,0.0,5.733333333333333,0.0,60.300000000000004,78.76666666666667,0.0,4.6000000000000005,258.1333333333333,486.9333333333334,0.0,167.26666666666665,456.1333333333333,0.0,19.066666666666666,466.23333333333335,4.583333333333333,0.0,1733.1166666666668
33,9.083333333333332,208.66666666666669,0.0,24.1,0.0,0.0,46.08333333333333,0.0,110.2,0.0,101.66666666666666,76.5,0.0,85.43333333333334,1079.6333333333332,15.266666666666667,14.8,681.75
34,47.28333333333333,84.25,337.45,7.766666666666667,204.16666666666669,0.0,20.616666666666664,130.13333333333333,370.2166666666667,0.0,0.0,1142.3166666666666,0.0,15.25,1393.4,0.0,132.48333333333335,775.2333333333333
35,20.6,25.5,0.0,0.0,8.0,0.0,9.666666666666666,109.15,0.0,0.0,120.75,732.4833333333333,0.0,27.866666666666667,245.93333333333334,5.333333333333333,56.2,0.0
36,36.55,44.5,283.33333333333337,12.899999999999999,90.06666666666666,479.76666666666665,0.0,69.8,0.0,0.0,0.0,1574.2833333333333,0.0,0.0,0.0,0.0,0.0,199.03333333333333
37,13.75,55.800000000000004,127.86666666666666,29.266666666666666,90.93333333333334,0.0,26.400000000000002,0.0,35.2,0.0,81.88333333333333,334.75,0.0,0.0,378.3333333333333,0.0,76.31666666666666,96.01666666666668
38,0.8333333333333334,3.933333333333333,0.0,70.35,29.0,0.0,91.0,0.0,484.69999999999993,0.0,58.5,92.75,0.0,66.7,128.98333333333335,0.0,0.0,14.399999999999999
39,52.95,173.0,0.0,17.233333333333334,83.7,0.0,21.7,7.833333333333333,0.0,7.0,117.7,290.93333333333334,20.700000000000003,0.0,375.41666666666663,0.0,0.0,169.75
40,69.05000000000001,106.69999999999999,0.0,3.15,12.8,0.0,9.466666666666667,95.75,0.0,0.0,22.75,590.3666666666667,5.75,28.133333333333333,0.0,0.0,0.0,2150.2833333333333
41,29.666666666666668,66.53333333333333,0.0,0.0,41.7,126.41666666666666,7.833333333333333,29.700000000000003,818.2833333333334,6.033333333333333,27.55,369.0,2.1666666666666665,0.0,810.4166666666666,0.0,0.0,593.6
42,80.15,99.96666666666668,0.0,38.38333333333333,0.0,0.0,7.550000000000001,1.4000000000000001,0.0,3.033333333333333,86.76666666666667,145.5,0.0,0.0,855.3499999999999,13.066666666666666,110.65,693.7333333333333
43,37.71666666666667,211.8,0.0,50.56666666666666,0.0,322.53333333333336,7.45,168.06666666666666,766.6666666666667,1.1666666666666667,26.4,121.8,0.0,0.0,54.6,0.0,22.0,309.05
44,3.3,0.0,703.0,30.03333333333333,3.0,343.2,5.8,31.383333333333333,269.8666666666667,30.166666666666664,74.13333333333334,1558.1000000000001,0.0,21.266666666666666,189.9,0.0,0.0,481.25
45,32.43333333333334,145.28333333333333,0.0,19.15,82.01666666666667,0.0,28.999999999999996,0.0,118.65,0.0,69.13333333333333,322.5,19.900000000000002,0.0,927.9833333333333,0.0,3.8000000000000003,456.75
46,0.0,55.65,187.26666666666665,0.0,38.13333333333333,0.0,23.2,62.14999999999999,0.0,0.0,0.0,15.2,0.0,92.23333333333332,136.63333333333333,35.233333333333334,81.06666666666666,345.3666666666667
47,40.983333333333334,9.6,259.9,11.933333333333334,81.53333333333333,0.0,0.0,0.0,0.0,0.0,134.71666666666664,0.0,0.0,0.0,302.9,6.383333333333334,42.0,55.800000000000004
48,21.3,14.733333333333334,31.799999999999997,0.0,370.83333333333337,0.0,0.0,103.93333333333334,151.7,0.0,195.25,515.2666666666667,0.0,0.0,684.4,24.383333333333333,196.16666666666666,530.1333333333333
49,30.166666666666664,121.0,0.0,117.41666666666667,123.43333333333334,119.53333333333333,11.933333333333334,68.5,696.6,0.0,56.53333333333333,222.39999999999998,0.0,0.0,92.03333333333333,0.0,0.0,128.06666666666666
50,0.0,82.6,484.0,6.183333333333334,72.63333333333334,0.0,7.9,25.166666666666664,0.0,0.0,45.9,229.56666666666666,0.0,0.0,742.45,2.183333333333333,5.483333333333333,226.66666666666666
51,46.1,0.0,364.06666666666666,71.6,79.69999999999999,0.0,0.0,109.74999999999999,443.75,0.0,0.0,230.9666666666667,32.16666666666667,0.0,0.0,0.0,126.88333333333333,626.75
52,44.96666666666667,81.89999999999999,0.0,8.533333333333333,0.0,136.8,33.78333333333334,0.0,0.0,0.0,49.71666666666667,0.0,11.233333333333333,0.0,645.9166666666666,15.833333333333332,68.89999999999999,133.0333333333333
53,43.21666666666667,44.916666666666664,0.0,19.599999999999998,33.36666666666667,0.0,0.0,18.15,32.53333333333333,0.0,0.0,1638.85,0.0,83.2,1591.4666666666667,0.0,16.5,298.2
54,28.3,73.33333333333334,0.0,90.4,182.5,0.0,53.46666666666666,142.63333333333333,0.0,0.0,20.583333333333332,422.9,0.0,21.7,0.0,0.0,0.0,1154.5833333333333
55,21.25,27.066666666666666,0.0,9.4,0.0,636.3333333333334,13.8,40.4,0.0,0.0,0.0,121.03333333333333,0.0,38.5,1127.5666666666666,0.0,15.0,0.0
56,23.633333333333333,49.8,0.0,40.5,40.65,0.0,15.116666666666667,44.800000000000004,0.0,0.0,96.94999999999999,869.75,0.0,84.1,374.26666666666665,0.0,60.333333333333336,0.0
57,3.8500000000000005,52.43333333333334,0.0,2.6666666666666665,25.166666666666664,255.0,36.63333333333333,59.78333333333333,0.0,0.0,349.75,1193.0666666666666,0.0,106.41666666666669,0.0,0.0,9.666666666666666,536.55
58,6.5,164.1,0.0,44.56666666666666,102.16666666666667,0.0,4.683333333333334,12.083333333333334,35.416666666666664,0.0,34.9,1266.3000000000002,0.0,37.6,0.0,0.0,0.0,11.2
59,0.0,0.0,0.0,26.533333333333335,41.599999999999994,0.0,41.18333333333334,51.1,0.0,1.0833333333333333,5.483333333333333,121.0,0.0,0.0,44.0,0.0,17.849999999999998,0.0
60,9.233333333333334,11.083333333333332,0.0,64.03333333333333,82.11666666666666,0.0,26.366666666666667,36.0,389.4666666666667,0.0,0.0,462.20000000000005,0.0,0.0,454.28333333333336,4.533333333333333,87.66666666666667,0.0
61,72.75,16.533333333333335,0.0,0.0,103.64999999999999,0.0,11.200000000000001,84.28333333333333,0.0,1.4,107.96666666666667,1661.5,1.4,0.0,451.31666666666666,0.0,0.0,205.91666666666666
62,20.1,10.666666666666668,121.66666666666666,3.333333333333333,176.06666666666666,0.0,0.0,0.0,0.0,21.0,50.33333333333333,613.4333333333334,3.5,0.0,0.0,0.0,0.0,493.0
63,25.866666666666667,131.75,67.89999999999999,2.5833333333333335,100.33333333333333,0.0,25.900000000000002,45.3,0.0,0.0,47.2,1888.7833333333333,0.0,7.933333333333334,401.8,8.399999999999999,52.0,94.16666666666667
64,3.9833333333333334,16.2,0.0,5.616666666666666,14.950000000000001,0.0,5.95,7.2,151.04999999999998,0.0,70.91666666666667,762.5500000000001,0.0,0.0,0.0,0.0,99.63333333333334,183.9
65,0.0,40.949999999999996,0.0,55.533333333333324,6.4,0.0,3.5833333333333335,0.0,0.0,0.0,3.5999999999999996,109.01666666666668,0.0,67.5,323.9166666666667,0.0,85.93333333333334,245.06666666666666
66,3.0833333333333335,175.61666666666667,44.46666666666667,20.833333333333332,18.15,0.0,5.283333333333333,91.33333333333333,0.0,0.0,220.33333333333334,768.1500000000001,0.0,0.0,325.0,0.0,132.33333333333331,347.55
67,92.01666666666667,52.21666666666667,549.1,2.0,35.5,0.0,13.333333333333334,55.133333333333326,189.20000000000002,0.0,49.0,1169.75,10.1,82.5,223.64999999999998,58.2,60.25,637.0666666666667
68,31.166666666666668,45.3,0.0,14.433333333333334,0.0,0.0,31.916666666666668,117.88333333333333,0.0,1.7333333333333334,1.9500000000000002,475.6,0.0,0.0,583.6166666666667,0.0,0.0,0.0
69,0.0,98.25,154.86666666666667,64.5,9.533333333333333,670.8000000000001,0.0,141.13333333333333,0.0,0.0,80.43333333333332,822.05,0.0,53.0,568.9,0.0,121.60000000000001,771.5666666666666
70,32.083333333333336,67.2,73.98333333333333,2.4000000000000004,107.99999999999999,0.0,22.333333333333336,48.53333333333334,117.33333333333333,0.0,0.0,0.0,0.0,119.0,841.3166666666666,6.6000000000000005,15.899999999999999,106.39999999999999
71,6.6,135.25,0.0,24.233333333333334,47.483333333333334,0.0,9.966666666666667,0.0,72.18333333333334,0.0,33.333333333333336,0.0,0.0,0.0,575.9333333333333,0.0,0.0,583.2666666666667
72,12.5,0.0,560.0,7.966666666666667,41.06666666666667,0.0,67.48333333333333,61.333333333333336,0.0,29.75,108.81666666666666,413.2333333333333,0.0,48.666666666666664,175.5666666666667,0.0,21.583333333333336,336.7
73,33.33333333333333,100.56666666666666,0.0,32.083333333333336,44.8,0.0,19.716666666666665,16.133333333333333,0.0,0.0,90.89999999999999,0.0,0.75,89.33333333333334,242.83333333333331,0.0,95.31666666666666,69.0
74,18.1,26.916666666666668,0.0,21.1,209.9,0.0,27.96666666666667,92.80000000000001,0.0,0.0,0.0,1334.0166666666667,0.0,96.66666666666666,1072.7166666666667,11.399999999999999,0.0,0.0
75,34.300000000000004,0.0,0.0,19.783333333333335,3.25,0.0,30.31666666666667,132.73333333333332,0.0,0.0,8.333333333333334,1194.1333333333332,0.0,28.0,1083.25,30.0,114.8,275.2166666666667
76,8.5,52.43333333333333,0.0,37.1,0.0,0.0,1.2833333333333334,69.45,0.0,23.533333333333335,50.0,558.6833333333334,0.0,21.083333333333332,788.6499999999999,0.0,76.76666666666667,273.7
77,70.15,187.1,420.75,56.483333333333334,0.0,0.0,22.233333333333334,0.0,432.15000000000003,0.0,3.033333333333333,223.85000000000002,0.0,83.3,0.0,0.0,19.733333333333334,590.1666666666667
78,52.516666666666666,179.75,0.0,55.83333333333333,0.0,0.0,24.2,0.0,0.0,0.0,10.633333333333333,197.03333333333333,0.0,32.93333333333333,341.55,0.0,0.0,0.0
79,43.56666666666666,109.73333333333333,0.0,22.833333333333336,83.25000000000001,0.0,19.799999999999997,82.8,620.8333333333334,0.0,7.75,0.0,0.0,84.15,322.1,10.700000000000001,0.0,66.26666666666667
80,0.0,0.0,0.0,83.86666666666667,75.33333333333334,247.49999999999997,32.65,86.23333333333333,0.0,0.0,95.26666666666668,143.5,24.299999999999997,0.0,17.55,10.0,0.0,542.3833333333333
81,41.03333333333333,288.98333333333335,0.0,38.0,0.0,0.0,54.766666666666666,28.416666666666668,0.0,4.3,228.08333333333334,172.08333333333334,0.0,146.95,360.25,0.0,0.0,43.75
82,22.333333333333336,138.95,561.1999999999999,0.0,0.0,318.5,15.1,247.95000000000002,0.0,0.0,50.68333333333333,260.1,12.083333333333332,0.0,718.3666666666667,15.95,54.6,558.9333333333334
83,16.35,21.316666666666666,166.06666666666666,25.65,77.39999999999999,208.73333333333335,28.983333333333334,68.7,90.2,0.0,0.0,301.0,0.0,45.1,675.0,0.0,0.0,647.9
84,20.0,28.049999999999997,0.0,1.4166666666666667,0.0,199.63333333333333,25.3,0.0,0.0,0.0,163.96666666666667,925.0333333333333,0.0,0.0,285.2166666666667,0.0,0.0,578.6166666666667
85,1.6666666666666667,109.65,0.0,31.0,47.233333333333334,0.0,56.650000000000006,137.93333333333334,671.4000000000001,0.0,298.73333333333335,0.0,0.0,0.0,0.0,19.333333333333332,22.033333333333335,188.99999999999997
86,64.98333333333333,52.8,0.0,38.21666666666666,139.16666666666666,0.0,5.266666666666667,0.0,0.0,45.85,0.0,461.90000000000003,10.05,0.0,559.65,0.0,137.21666666666664,27.133333333333333
87,80.56666666666666,0.0,0.0,0.0,200.64999999999998,0.0,0.0,20.133333333333333,536.4333333333334,0.0,17.966666666666665,11.100000000000001,12.833333333333332,117.53333333333333,1063.2833333333333,0.0,59.766666666666666,189.51666666666665
88,10.666666666666666,32.7,0.0,62.833333333333336,113.03333333333333,0.0,10.666666666666666,0.0,909.5999999999999,0.0,137.7,1060.3166666666666,0.0,65.33333333333333,94.5,13.0,0.0,154.4
89,20.133333333333333,153.58333333333334,0.0,61.8,42.233333333333334,0.0,13.316666666666666,21.0,0.0,0.0,44.400000000000006,396.33333333333337,0.0,0.0,410.16666666666663,0.0,0.0,333.35
90,35.1,52.15,0.0,25.416666666666664,88.5,0.0,20.4,0.0,0.0,0.0,236.38333333333333,108.3,0.0,56.11666666666666,615.25,0.0,78.75,487.9
91,37.916666666666664,0.0,489.99999999999994,0.0,78.15,0.0,17.066666666666666,0.0,0.0,0.0,0.0,967.5333333333333,0.0,14.85,0.0,0.0,0.0,672.8333333333333
92,59.15,109.78333333333333,0.0,3.1000000000000005,45.333333333333336,0.0,19.5,13.316666666666666,0.0,0.0,0.0,445.85,0.0,115.23333333333332,1548.15,0.0,112.5,0.0
93,74.11666666666666,50.233333333333334,0.0,25.9,21.4,0.0,42.91666666666667,179.48333333333332,0.0,0.0,240.71666666666664,0.0,0.0,35.8,295.09999999999997,0.0,51.766666666666666,0.0
94,102.75,205.16666666666666,0.0,25.483333333333334,19.5,0.0,28.333333333333336,254.11666666666667,0.0,13.333333333333332,10.083333333333332,412.1,28.0,0.0,113.39999999999999,7.0,113.36666666666667,245.58333333333331
95,16.316666666666666,14.2,0.0,27.533333333333335,147.06666666666666,488.7,20.633333333333333,175.21666666666664,19.433333333333334,0.0,79.93333333333334,855.9833333333333,18.666666666666664,0.0,965.7833333333333,0.0,0.0,535.7
96,26.21666666666667,0.0,0.0,25.2,8.816666666666666,319.20000000000005,5.05,134.93333333333334,0.0,0.0,55.06666666666666,741.4,0.0,17.333333333333332,0.0,0.0,79.2,179.9
97,80.38333333333333,141.21666666666667,0.0,0.0,92.78333333333333,0.0,31.75,85.69999999999999,0.0,0.0,34.2,113.83333333333334,0.0,0.0,379.84999999999997,0.0,0.0,1895.85
98,79.05,153.18333333333334,0.0,3.8333333333333335,0.0,0.0,0.0,18.666666666666668,20.583333333333332,0.0,44.25,426.8,0.0,57.0,363.6,0.0,44.0,236.8
99,55.383333333333326,28.4,0.0,51.11666666666667,57.15,0.0,11.333333333333332,0.0,106.60000000000001,0.0,14.35,78.96666666666667,0.0,19.666666666666664,439.46666666666664,0.0,6.933333333333334,0.0
100,26.4,0.0,0.0,0.0,169.73333333333335,217.79999999999998,54.43333333333334,0.0,0.0,0.0,0.0,293.3833333333333,0.0,0.0,0.0,0.0,48.0,90.85000000000001
101,46.083333333333336,86.98333333333333,0.0,54.36666666666666,10.8,0.0,6.2,40.199999999999996,0.0,3.5,0.0,571.35,0.0,53.25,678.7833333333333,0.0,62.483333333333334,0.0
102,0.0,70.41666666666667,848.5666666666666,20.03333333333333,132.43333333333334,0.0,0.0,0.0,0.0,0.0,60.5,234.33333333333331,0.0,44.85,0.0,0.0,5.133333333333333,392.9166666666667
103,5.666666666666667,157.38333333333333,0.0,0.0,45.233333333333334,0.0,60.9,99.96666666666667,6.0,0.5833333333333334,0.0,370.5,0.0,0.0,214.33333333333334,0.0,0.0,526.5333333333333
104,45.016666666666666,56.2,0.0,10.333333333333332,72.76666666666667,0.0,6.566666666666666,300.98333333333335,0.0,0.0,202.01666666666668,1283.1333333333332,22.4,9.600000000000001,822.4666666666667,0.0,101.1,547.2833333333333
105,7.633333333333333,59.83333333333333,0.0,29.666666666666668,0.0,113.66666666666667,77.85,39.583333333333336,0.0,6.466666666666667,0.0,604.1833333333334,0.0,46.0,283.2,0.0,0.0,372.4
106,7.266666666666667,115.93333333333334,0.0,54.46666666666667,35.0,0.0,25.65,192.36666666666667,0.0,0.0,0.0,0.0,0.0,11.950000000000003,27.95,0.0,0.0,0.0
107,5.766666666666667,0.0,0.0,60.13333333333333,30.766666666666666,176.79999999999998,17.95,103.2,244.16666666666669,0.0,84.0,0.0,33.800000000000004,6.3,411.79999999999995,20.0,0.0,682.0833333333334
108,6.6,93.4,0.0,25.75,200.15,492.31666666666666,29.933333333333334,0.0,0.0,0.0,0.0,212.75,4.4,0.0,182.9333333333333,0.0,0.0,562.9499999999999
109,10.833333333333332,205.83333333333331,0.0,4.583333333333333,15.833333333333332,26.066666666666666,41.300000000000004,38.0,543.9,0.0,0.0,796.1833333333334,0.0,38.8,0.0,0.0,48.650000000000006,1339.8333333333333
110,24.383333333333333,22.15,0.0,16.0,0.0,0.0,49.2,29.45,436.79999999999995,0.0,27.733333333333334,798.6333333333333,24.75,59.833333333333336,431.18333333333334,0.0,0.0,92.58333333333333
111,4.7,0.0,0.0,26.916666666666668,0.0,21.349999999999998,57.666666666666664,63.233333333333334,470.73333333333335,0.0,0.0,418.58333333333337,0.0,14.2,0.0,0.0,0.0,418.3
112,19.383333333333333,66.65,0.0,0.0,51.5,0.0,0.0,89.83333333333333,62.400000000000006,6.4,61.56666666666666,1465.1666666666665,0.0,63.46666666666667,1124.65,0.0,85.86666666666666,0.0
113,27.533333333333335,39.6,0.0,5.05,73.35,0.0,23.45,0.0,319.2,0.0,224.41666666666669,153.75,13.649999999999999,52.43333333333333,0.0,13.5,0.0,451.05
114,30.166666666666664,0.0,109.15,0.0,51.150000000000006,0.0,34.85,26.4,219.2,0.0,106.46666666666667,384.4666666666667,0.0,80.26666666666667,409.81666666666666,0.0,0.0,626.8666666666666
115,39.900000000000006,0.0,0.0,51.23333333333334,144.0,270.95000000000005,15.416666666666666,0.0,0.0,0.0,58.199999999999996,866.4333333333334,0.0,0.0,595.35,32.5,50.63333333333333,1193.1833333333334
116,35.7,0.0,0.0,4.166666666666667,24.383333333333336,288.75,27.800000000000004,0.0,0.0,0.0,46.38333333333333,845.7166666666667,0.0,144.51666666666665,504.7166666666667,0.0,0.0,194.29999999999998
117,31.266666666666666,141.26666666666665,0.0,0.48333333333333334,89.26666666666667,0.0,34.833333333333336,45.5,0.0,24.733333333333334,85.06666666666666,1024.35,0.0,31.5,1160.9,0.0,20.116666666666667,0.0
118,57.4,106.16666666666666,255.14999999999998,46.9,39.983333333333334,85.2,53.45,40.63333333333333,0.0,0.0,206.39999999999998,825.8166666666666,16.4,45.33333333333333,608.75,0.0,49.18333333333333,282.68333333333334
119,41.483333333333334,5.866666666666666,421.5,23.93333333333333,43.08333333333333,0.0,135.71666666666667,43.6,0.0,0.0,157.93333333333334,922.5,28.699999999999996,67.03333333333333,116.63333333333333,0.0,0.0,797.85
120,23.866666666666667,88.61666666666667,0.0,28.78333333333333,22.2,0.0,28.76666666666667,58.39999999999999,33.333333333333336,0.0,0.0,505.23333333333335,0.0,79.36666666666667,854.2833333333333,0.0,0.0,963.6666666666665
121,54.39999999999999,180.8,0.0,11.1,51.266666666666666,79.89999999999999,0.0,0.0,376.7666666666667,0.0,0.0,896.7333333333333,0.0,0.0,423.68333333333334,0.0,320.2833333333333,116.66666666666667
122,56.95,207.5,0.0,11.8,35.65,0.0,0.0,107.56666666666668,97.85,0.0,0.0,1002.8833333333333,23.266666666666666,68.8,1071.2833333333333,0.0,0.0,379.8666666666667
123,13.133333333333333,168.33333333333334,0.0,38.08333333333333,81.0,0.0,13.433333333333334,51.85,0.0,0.0,196.96666666666667,799.7833333333333,20.2,150.06666666666666,606.1333333333333,0.0,0.0,107.80000000000001
124,82.75,145.86666666666667,0.0,0.0,0.0,555.0,0.0,0.0,167.33333333333331,0.0,0.0,1063.85,0.0,17.583333333333332,165.6,16.3,63.6,832.9
125,18.400000000000002,0.0,0.0,42.93333333333333,0.0,288.0,0.0,1.4166666666666665,75.13333333333333,0.0,4.833333333333333,212.43333333333334,0.0,15.516666666666666,0.0,27.833333333333332,0.0,1102.2333333333333
126,29.53333333333333,29.666666666666664,73.5,39.199999999999996,78.25,111.16666666666667,0.0,33.75,0.0,0.0,202.91666666666669,1688.5333333333333,39.43333333333334,0.0,73.2,0.0,0.0,0.0
127,14.383333333333333,23.833333333333332,0.0,55.583333333333336,55.53333333333333,0.0,23.85,0.0,16.46666666666667,0.0,79.10000000000001,1407.7333333333333,0.0,13.766666666666666,636.1666666666666,0.0,51.75,1048.3166666666666
128,99.65,28.866666666666667,0.0,30.31666666666667,0.0,0.0,41.31666666666666,57.166666666666664,181.35000000000002,0.0,0.0,986.0333333333333,0.0,0.0,440.9666666666667,0.0,0.0,90.98333333333333
129,18.533333333333335,0.0,0.0,25.766666666666666,0.0,0.0,27.066666666666666,43.28333333333333,0.0,4.55,0.0,870.25,0.0,89.51666666666665,0.0,0.0,69.0,830.4166666666667
130,44.583333333333336,137.33333333333334,0.0,18.283333333333335,50.75,0.0,45.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0
131,49.45,0.0,0.0,81.3,32.333333333333336,0.0,30.6,27.800000000000004,0.0,0.0,177.95,416.23333333333335,0.0,58.86666666666667,186.20000000000002,4.466666666666667,103.86666666666667,1098.3666666666668
